word,def1,def2,def3,pos,loo1,loo2,loo3,soundfile
vacuous,without contents; empty: the vacuous air.,containing nothing; empty,,adjective,Latin,Latin,,https://static.sfdict.com/audio/V00/V0003700.mp3
vagabond,wandering from place to place without any settled home; nomadic: a vagabond tribe.,a person with no fixed home,,adjective,Middle English,Latin,French,https://static.sfdict.com/audio/V00/V0004900.mp3
Valkyrie,any of the beautiful maidens attendant upon Odin who bring the souls of slain warriors chosen by Odin or Tyr to Valhalla and there wait upon them.,Norse myth,,noun,,,,https://static.sfdict.com/audio/V00/V0016000.mp3
variscite,"a secondary mineral, hydrated phosphate of aluminum, Al(PO4)·2H2O, occurring mainly as massive, bluish-green nodules: sometimes used as a gem.",a green secondary mineral consisting of hydrated aluminium phosphate,,noun,Latin,German,Latin,https://static.sfdict.com/audio/V00/V0039700.mp3
veranda,Also ve·ran·dah. Chiefly South Midland and Southern U.S.,"a porch or portico, sometimes partly enclosed, along the outside of a building",,noun,,,,https://static.sfdict.com/audio/V00/V0077900.mp3
veranda,Also ve·ran·dah. Chiefly South Midland and Southern U.S.,"a porch or portico, sometimes partly enclosed, along the outside of a building",,noun,,,,https://static.sfdict.com/audio/V00/V0077900.mp3
vermeil,vermilion red.,"gilded silver, bronze, or other metal, used esp in the 19th century",,noun,Middle English,Latin,French,https://static.sfdict.com/audio/V00/V0086100.mp3
vice,"an immoral or evil habit or practice: The biblical verses cover the vices of boastfulness and pride, miserliness, and hypocrisy.",vise.,"instead of; in the place of: The committee was reorganized, with Mr. Silver, vice Mr. Cooper, as the head.",noun,Middle English,Latin,French,https://static.sfdict.com/audio/V01/V0111300.mp3
vicenary,"of, relating to, or consisting of twenty.",relating to or consisting of 20,,adjective,Latin,Latin,,https://static.sfdict.com/audio/V01/V0112400.mp3
vicissitude,a change or variation occurring in the course of something.,"variation or mutability in nature or life, esp successive alternation from one condition or thing to another",,noun,Latin,French,Latin,https://static.sfdict.com/audio/V01/V0114100.mp3
vitriolic,"of, relating to, or resembling vitriol.","(of a substance, esp a strong acid) highly corrosive",,adjective,,,,https://static.sfdict.com/audio/V01/V0165900.mp3
vizier,"(formerly) a high official in certain Muslim countries and caliphates, especially a minister of state.","a high official in certain Muslim countries, esp in the former Ottoman Empire. Viziers served in various capacities, such as that of provincial governor or chief minister to the sultan",,noun,,,,https://static.sfdict.com/audio/V01/V0170800.mp3
vortex,"a whirling mass of water, especially one in which a force of suction operates, as a whirlpool.","a whirling mass or rotary motion in a liquid, gas, flame, etc, such as the spiralling movement of water around a whirlpool",,"noun,",Latin,Latin,,https://static.sfdict.com/audio/V01/V0191400.mp3
wait,"to remain inactive or in a state of repose, as until something expected happens (often followed by for, till, or until): to wait for the bus to arrive.","(when intr, often foll by for, until, or to)",,verb (used without object),Middle English,French,German,https://static.sfdict.com/audio/W00/W0012400.mp3
Websterian,"pertaining to or characteristic of Daniel Webster, his political theories, or his oratory.",,,adjective,,,,https://static.sfdict.com/audio/W00/W0080600.mp3
whippoorwill,"a nocturnal North American nightjar, Caprimulgus vociferus, having a variegated plumage of gray, black, white, and tawny.","a nightjar, Caprimulgus vociferus, of North and Central America, having a dark plumage with white patches on the tail",,noun,,,,https://static.sfdict.com/audio/W01/W0131400.mp3
wizened,withered; shriveled: a wizened old man; wizened features.,"shrivelled, wrinkled, or dried up, esp with age",,adjective,,,,https://static.sfdict.com/audio/W02/W0211200.mp3
writer,"a person engaged in writing  books, articles, stories, etc., especially as an occupation or profession; an author or journalist.","a person who writes books, articles, etc, esp as an occupation",,noun,Middle English,,,https://static.sfdict.com/audio/W02/W0254600.mp3
yardang,"a keel-shaped crest or ridge of rock, formed by the action of the wind, usually parallel to the prevailing wind direction.",,,noun,,,,https://static.sfdict.com/audio/Y00/Y0011800.mp3
Yeats,"William Butler,  1865–1939,","Jack Butler. 1871–1957, Irish painter",,noun,,,,https://static.sfdict.com/audio/Y00/Y0020400.mp3
yttriferous,yielding or containing yttrium.,containing or yielding yttrium,,adjective,,,,https://static.sfdict.com/audio/Y00/Y0046900.mp3
zymurgy,"the branch of applied chemistry dealing with fermentation, as in winemaking, brewing, the preparation of yeast, etc.","the branch of chemistry concerned with fermentation processes in brewing, etc",,noun,,,,https://static.sfdict.com/audio/Z00/Z0056000.mp3
